respondent_id,xyz_vaccine,seasonal_vaccine
29455,0.1879,0.5046
29456,0.1185,0.4366
29457,0.1779,0.3584
29458,0.022,0.1802
29459,0.1185,0.4366
29460,0.3745,0.8692
29461,0.0906,0.0294
29462,0.0092,0.0475
29463,0.5482,0.9607
29464,0.1874,0.6618
29465,0.0453,0.7902
29466,0.1185,0.4366
29467,0.1589,0.6493
29468,0.0132,0.1571
29469,0.0791,0.5347
29470,0.0135,0.2235
29471,0.4396,0.8114
29472,0.0632,0.1365
29473,0.0465,0.2659
29474,0.2225,0.4548
29475,0.487,0.729
29476,0.0296,0.6764
29477,0.1185,0.4366
29478,0.0477,0.1382
29479,0.0315,0.4919
29480,0.1063,0.7472
29481,0.0578,0.7405
29482,0.1897,0.3265
29483,0.0533,0.7362
29484,0.6421,0.3203
29485,0.4948,0.894
29486,0.6644,0.7137
29487,0.0512,0.27
29488,0.5615,0.5579
29489,0.0047,0.0099
29490,0.042,0.9202
29491,0.101,0.2749
29492,0.6716,0.8424
29493,0.005,0.0514
29494,0.0368,0.8342
29495,0.3444,0.8816
29496,0.0257,0.0114
29497,0.0116,0.0777
29498,0.836,0.8475
29499,0.1185,0.4366
29500,0.3868,0.8744
29501,0.1185,0.4366
29502,0.4647,0.7803
29503,0.2354,0.448
29504,0.7126,0.4639
29505,0.1185,0.4366
29506,0.0167,0.0755
29507,0.0376,0.6975
29508,0.3281,0.4323
29509,0.0557,0.4752
29510,0.1276,0.7834
29511,0.1308,0.2425
29512,0.279,0.3636
29513,0.2903,0.2997
29514,0.2635,0.1946
29515,0.037,0.1921
29516,0.0693,0.5076
29517,0.0443,0.3895
29518,0.0206,0.3575
29519,0.0277,0.0081
29520,0.0667,0.1433
29521,0.1185,0.4366
29522,0.0819,0.3428
29523,0.0425,0.3319
29524,0.054,0.3068
29525,0.0191,0.0744
29526,0.0101,0.3564
29527,0.0653,0.2351
29528,0.1185,0.4366
29529,0.7836,0.8843
29530,0.1204,0.2966
29531,0.0842,0.3516
29532,0.0208,0.0932
29533,0.0169,0.092
29534,0.0831,0.1875
29535,0.0303,0.1385
29536,0.0627,0.4563
29537,0.4936,0.873
29538,0.2119,0.0537
29539,0.0135,0.1383
29540,0.1185,0.4366
29541,0.2282,0.8472
29542,0.0244,0.0788
29543,0.0797,0.1617
29544,0.7929,0.8144
29545,0.1735,0.729
29546,0.5858,0.7955
29547,0.0753,0.3832
29548,0.1185,0.4366
29549,0.0278,0.4319
29550,0.0168,0.2061
29551,0.1643,0.1964
29552,0.1434,0.8798
29553,0.5335,0.7354
29554,0.131,0.4637
29555,0.1185,0.4366
29556,0.4365,0.6672
29557,0.0835,0.1937
29558,0.2188,0.8767
29559,0.0435,0.2177
29560,0.2906,0.5263
29561,0.0048,0.0308
29562,0.5251,0.0887
29563,0.0584,0.1329
29564,0.514,0.7118
29565,0.1185,0.4366
29566,0.3905,0.2451
29567,0.2489,0.8195
29568,0.1974,0.9417
29569,0.2733,0.518
29570,0.0956,0.0598
29571,0.2937,0.6179
29572,0.9148,0.9459
29573,0.3945,0.7417
29574,0.639,0.3314
29575,0.1832,0.0805
29576,0.2411,0.209
29577,0.7733,0.9421
29578,0.1256,0.3176
29579,0.0427,0.13
29580,0.0047,0.0196
29581,0.8968,0.9215
29582,0.5631,0.8912
29583,0.1185,0.4366
29584,0.0349,0.4072
29585,0.1077,0.1054
29586,0.5042,0.8492
29587,0.1844,0.6186
29588,0.0277,0.2433
29589,0.1108,0.9736
29590,0.0369,0.6212
29591,0.0351,0.5986
29592,0.1323,0.6987
29593,0.0764,0.6118
29594,0.0298,0.6931
29595,0.5235,0.9484
29596,0.0513,0.1485
29597,0.0433,0.5917
29598,0.0063,0.1635
29599,0.0227,0.4084
29600,0.0264,0.0606
29601,0.6696,0.557
29602,0.3247,0.8411
29603,0.2657,0.5379
29604,0.1185,0.4366
29605,0.2023,0.0413
29606,0.1827,0.3415
29607,0.0471,0.1638
29608,0.2312,0.6111
29609,0.1066,0.2512
29610,0.0963,0.1223
29611,0.0121,0.0392
29612,0.0445,0.0628
29613,0.4988,0.5037
29614,0.041,0.1909
29615,0.5349,0.7973
29616,0.0434,0.5997
29617,0.7343,0.9001
29618,0.0395,0.2179
29619,0.1448,0.3962
29620,0.7117,0.8789
29621,0.2615,0.6877
29622,0.0306,0.1867
29623,0.6878,0.7947
29624,0.0216,0.12
29625,0.3354,0.2488
29626,0.021,0.299
29627,0.1185,0.4366
29628,0.3085,0.5586
29629,0.1516,0.9207
29630,0.1185,0.4366
29631,0.2783,0.0721
29632,0.134,0.8503
29633,0.0226,0.2388
29634,0.874,0.9006
29635,0.0179,0.1157
29636,0.045,0.5171
29637,0.2776,0.8574
29638,0.1185,0.4366
29639,0.149,0.575
29640,0.0133,0.0932
29641,0.1113,0.7931
29642,0.1185,0.4366
29643,0.2435,0.5327
29644,0.4021,0.7276
29645,0.7388,0.9199
29646,0.198,0.1178
29647,0.9314,0.9824
29648,0.1539,0.8219
29649,0.079,0.181
29650,0.2453,0.6877
29651,0.0754,0.411
29652,0.1804,0.1442
29653,0.0361,0.6906
29654,0.0122,0.194
29655,0.0292,0.6017
29656,0.1366,0.091
29657,0.0658,0.771
29658,0.0807,0.3056
29659,0.0556,0.0829
29660,0.0227,0.0183
29661,0.0744,0.2756
29662,0.6525,0.959
29663,0.1185,0.4366
29664,0.024,0.0571
29665,0.288,0.1125
29666,0.0217,0.1109
29667,0.1078,0.8034
29668,0.3782,0.5632
29669,0.0509,0.2445
29670,0.288,0.2442
29671,0.036,0.1777
29672,0.0646,0.1189
29673,0.3206,0.6726
29674,0.1765,0.3372
29675,0.1588,0.8892
29676,0.1185,0.4366
29677,0.0869,0.9474
29678,0.1185,0.4366
29679,0.1185,0.4366
29680,0.7723,0.8445
29681,0.0318,0.7997
29682,0.2273,0.1655
29683,0.1353,0.3081
29684,0.2774,0.6635
29685,0.1185,0.4366
29686,0.1544,0.6049
29687,0.4935,0.1725
29688,0.4175,0.8268
29689,0.0218,0.1161
29690,0.1185,0.4366
29691,0.6615,0.7215
29692,0.1698,0.8061
29693,0.1803,0.4492
29694,0.014,0.0691
29695,0.434,0.6563
29696,0.025,0.8154
29697,0.052,0.1088
29698,0.1185,0.4366
29699,0.3932,0.5674
29700,0.4137,0.1143
29701,0.2362,0.1257
29702,0.0891,0.1566
29703,0.1185,0.4366
29704,0.0101,0.206
29705,0.1997,0.865
29706,0.1308,0.4122
29707,0.076,0.2554
29708,0.4173,0.8156
29709,0.14,0.145
29710,0.0408,0.2971
29711,0.1375,0.0843
29712,0.1482,0.3604
29713,0.6789,0.756
29714,0.1764,0.4066
29715,0.1547,0.9101
29716,0.1185,0.4366
29717,0.0024,0.0084
29718,0.1145,0.1255
29719,0.4571,0.922
29720,0.7847,0.9193
29721,0.0238,0.1078
29722,0.2294,0.2427
29723,0.029,0.1632
29724,0.2522,0.6004
29725,0.0816,0.4513
29726,0.0407,0.6712
29727,0.7502,0.5059
29728,0.1485,0.6822
29729,0.0075,0.0325
29730,0.0592,0.1652
29731,0.1221,0.2456
29732,0.129,0.238
29733,0.2294,0.787
29734,0.0342,0.7689
29735,0.1185,0.4366
29736,0.4045,0.9097
29737,0.0466,0.9257
29738,0.0453,0.6798
29739,0.0676,0.2246
29740,0.1581,0.8675
29741,0.3005,0.646
29742,0.018,0.0505
29743,0.0175,0.0568
29744,0.0098,0.0528
29745,0.1422,0.2793
29746,0.1185,0.4366
29747,0.1366,0.3186
29748,0.0219,0.1107
29749,0.0368,0.3598
29750,0.1143,0.2996
29751,0.1185,0.4366
29752,0.1751,0.7677
29753,0.3463,0.7333
29754,0.0474,0.7496
29755,0.0314,0.1194
29756,0.943,0.9438
29757,0.189,0.5674
29758,0.1198,0.8299
29759,0.1731,0.3631
29760,0.0382,0.1056
29761,0.0815,0.7939
29762,0.0643,0.0754
29763,0.2426,0.5067
29764,0.6342,0.8433
29765,0.0288,0.1556
29766,0.1185,0.4366
29767,0.1273,0.1066
29768,0.2557,0.466
29769,0.695,0.67
29770,0.2835,0.3177
29771,0.6151,0.9585
29772,0.2176,0.8928
29773,0.238,0.8908
29774,0.0904,0.7148
29775,0.5871,0.7989
29776,0.1185,0.4366
29777,0.1084,0.3306
29778,0.6497,0.8046
29779,0.0175,0.1122
29780,0.2093,0.5727
29781,0.0452,0.2391
29782,0.2109,0.505
29783,0.1807,0.7319
29784,0.0205,0.127
29785,0.2501,0.8527
29786,0.1185,0.4366
29787,0.0386,0.8229
29788,0.9445,0.9809
29789,0.6857,0.5799
29790,0.0686,0.141
29791,0.1185,0.4366
29792,0.9196,0.8043
29793,0.0236,0.1716
29794,0.1107,0.1539
29795,0.1189,0.1744
29796,0.0102,0.0954
29797,0.5112,0.7963
29798,0.1388,0.6227
29799,0.0284,0.0946
29800,0.2179,0.188
29801,0.8133,0.8069
29802,0.1185,0.4366
29803,0.0815,0.2242
29804,0.7495,0.859
29805,0.1066,0.4944
29806,0.0181,0.186
29807,0.8427,0.7996
29808,0.1185,0.4366
29809,0.012,0.0128
29810,0.3332,0.1108
29811,0.0421,0.1558
29812,0.131,0.5787
29813,0.0843,0.2192
29814,0.164,0.4731
29815,0.0646,0.6406
29816,0.0878,0.2176
29817,0.0777,0.3585
29818,0.3447,0.6662
29819,0.3655,0.8496
29820,0.0287,0.3997
29821,0.2553,0.3227
29822,0.0407,0.2115
29823,0.3242,0.669
29824,0.2204,0.3771
29825,0.0614,0.7742
29826,0.0636,0.2631
29827,0.0494,0.6992
29828,0.4293,0.8785
29829,0.1014,0.2611
29830,0.1599,0.7214
29831,0.1185,0.4366
29832,0.1185,0.4366
29833,0.1185,0.4366
29834,0.016,0.0566
29835,0.4465,0.8223
29836,0.1347,0.5403
29837,0.0555,0.0255
29838,0.2801,0.7182
29839,0.0623,0.2046
29840,0.1118,0.7799
29841,0.1466,0.7001
29842,0.1185,0.4366
29843,0.1185,0.4366
29844,0.034,0.0938
29845,0.4242,0.225
29846,0.0034,0.0365
29847,0.0204,0.0552
29848,0.0934,0.0995
29849,0.1294,0.6686
29850,0.72,0.8785
29851,0.1625,0.2507
29852,0.0778,0.3565
29853,0.0196,0.1598
29854,0.1185,0.4366
29855,0.3263,0.6638
29856,0.6181,0.3702
29857,0.2071,0.4498
29858,0.4927,0.5048
29859,0.6041,0.819
29860,0.027,0.4624
29861,0.1698,0.8443
29862,0.0398,0.5393
29863,0.058,0.6943
29864,0.7343,0.9052
29865,0.0303,0.0618
29866,0.1185,0.4366
29867,0.1651,0.6142
29868,0.1577,0.9722
29869,0.9016,0.95
29870,0.0549,0.2695
29871,0.1476,0.862
29872,0.1129,0.3493
29873,0.0359,0.1327
29874,0.1408,0.833
29875,0.4305,0.6107
29876,0.0148,0.2825
29877,0.1303,0.3445
29878,0.7387,0.9354
29879,0.5923,0.7646
29880,0.0172,0.6179
29881,0.7084,0.8086
29882,0.3516,0.5882
29883,0.5198,0.602
29884,0.1185,0.4366
29885,0.1645,0.8663
29886,0.1185,0.4366
29887,0.9224,0.3961
29888,0.0227,0.4957
29889,0.0073,0.0953
29890,0.3003,0.6072
29891,0.1115,0.4225
29892,0.1632,0.9614
29893,0.1185,0.4366
29894,0.0206,0.3801
29895,0.0635,0.0501
29896,0.0397,0.0227
29897,0.039,0.0399
29898,0.1478,0.2817
29899,0.0148,0.9403
29900,0.528,0.5039
29901,0.0751,0.7774
29902,0.4115,0.9476
29903,0.0209,0.7197
29904,0.1489,0.4604
29905,0.0913,0.6161
29906,0.4257,0.5044
29907,0.0116,0.6874
29908,0.5301,0.8237
29909,0.0035,0.5478
29910,0.264,0.9038
29911,0.0316,0.1831
29912,0.4168,0.1991
29913,0.2709,0.3948
29914,0.816,0.7847
29915,0.0211,0.1372
29916,0.0374,0.0529
29917,0.0131,0.4224
29918,0.5774,0.8751
29919,0.1185,0.4366
29920,0.5657,0.7243
29921,0.1351,0.3917
29922,0.9027,0.9308
29923,0.3662,0.4065
29924,0.2282,0.3595
29925,0.1185,0.4366
29926,0.3619,0.3253
29927,0.5179,0.7686
29928,0.0967,0.7343
29929,0.0123,0.4743
29930,0.1636,0.8454
29931,0.6448,0.622
29932,0.0361,0.5716
29933,0.0882,0.6938
29934,0.2587,0.9216
29935,0.9281,0.9788
29936,0.0642,0.4244
29937,0.2301,0.2481
29938,0.6392,0.0797
29939,0.0815,0.7738
29940,0.0816,0.1441
29941,0.1736,0.3485
29942,0.6647,0.6299
29943,0.1356,0.2799
29944,0.1185,0.4366
29945,0.3618,0.626
29946,0.1262,0.8093
29947,0.0357,0.1181
29948,0.0033,0.0103
29949,0.2443,0.6767
29950,0.6599,0.955
29951,0.2517,0.6304
29952,0.328,0.8989
29953,0.0269,0.6654
29954,0.0615,0.1045
29955,0.1185,0.4366
29956,0.3458,0.0482
29957,0.0089,0.2384
29958,0.4017,0.5973
29959,0.0154,0.0494
29960,0.0961,0.0542
29961,0.1185,0.4366
29962,0.4238,0.9364
29963,0.6157,0.8008
29964,0.0501,0.3774
29965,0.1176,0.1941
29966,0.0141,0.6893
29967,0.096,0.579
29968,0.035,0.7436
29969,0.3432,0.3705
29970,0.1012,0.7972
29971,0.1796,0.3484
29972,0.0151,0.0447
29973,0.0182,0.1195
29974,0.1185,0.4366
29975,0.1185,0.4366
29976,0.0676,0.8567
29977,0.1185,0.4366
29978,0.1555,0.2655
29979,0.0123,0.7977
29980,0.2034,0.7002
29981,0.3515,0.6505
29982,0.0334,0.3198
29983,0.1185,0.4366
29984,0.0559,0.0471
29985,0.0827,0.8399
29986,0.9563,0.9834
29987,0.0214,0.117
29988,0.4387,0.6433
29989,0.0359,0.0641
29990,0.0602,0.1769
29991,0.0222,0.2109
29992,0.089,0.0596
29993,0.1343,0.0674
29994,0.1546,0.2608
29995,0.0735,0.233
29996,0.0126,0.3364
29997,0.5986,0.8417
29998,0.0527,0.0546
29999,0.613,0.8181
30000,0.1664,0.1103
30001,0.156,0.1621
30002,0.1884,0.6728
30003,0.5735,0.9568
30004,0.1308,0.8334
30005,0.1193,0.8451
30006,0.1675,0.845
30007,0.1185,0.4366
30008,0.1185,0.4366
30009,0.1185,0.4366
30010,0.0494,0.4757
30011,0.0848,0.5195
30012,0.314,0.8457
30013,0.0081,0.044
30014,0.1751,0.6893
30015,0.1185,0.4366
30016,0.0679,0.4432
30017,0.2351,0.694
30018,0.133,0.783
30019,0.1185,0.4366
30020,0.0326,0.0991
30021,0.2154,0.4072
30022,0.0155,0.3534
30023,0.0547,0.5536
30024,0.0557,0.609
30025,0.0142,0.0664
30026,0.469,0.5547
30027,0.1987,0.1007
30028,0.4416,0.3275
30029,0.158,0.2419
30030,0.0405,0.1544
30031,0.1348,0.2022
30032,0.0203,0.1177
30033,0.0231,0.1597
30034,0.2003,0.5384
30035,0.0927,0.1439
30036,0.1185,0.4366
30037,0.409,0.9353
30038,0.0271,0.3243
30039,0.1251,0.4636
30040,0.0167,0.0143
30041,0.1185,0.4366
30042,0.2122,0.8343
30043,0.0535,0.2942
30044,0.0252,0.1015
30045,0.1185,0.4366
30046,0.1893,0.665
30047,0.3139,0.6287
30048,0.1185,0.4366
30049,0.0732,0.9399
30050,0.5615,0.9328
30051,0.0157,0.086
30052,0.3572,0.621
30053,0.0733,0.2884
30054,0.1655,0.5398
30055,0.258,0.5937
30056,0.0288,0.0446
30057,0.0076,0.0828
30058,0.3792,0.5765
30059,0.1138,0.2177
30060,0.2055,0.3214
30061,0.1377,0.8717
30062,0.0498,0.7057
30063,0.2928,0.1522
30064,0.0778,0.9488
30065,0.1691,0.4106
30066,0.1191,0.331
30067,0.1014,0.7327
30068,0.4018,0.404
30069,0.0719,0.1494
30070,0.0271,0.1026
30071,0.8191,0.8586
30072,0.0433,0.8578
30073,0.1178,0.7837
30074,0.6054,0.9387
30075,0.0931,0.3332
30076,0.0302,0.0457
30077,0.0388,0.7107
30078,0.0446,0.3296
30079,0.0814,0.2874
30080,0.3204,0.9284
30081,0.9018,0.9073
30082,0.0372,0.7669
30083,0.1185,0.4366
30084,0.1268,0.4733
30085,0.0296,0.0626
30086,0.0289,0.0842
30087,0.1039,0.4259
30088,0.0676,0.2818
30089,0.1707,0.2004
30090,0.0354,0.1242
30091,0.9325,0.9534
30092,0.005,0.0144
30093,0.2071,0.6038
30094,0.0317,0.9144
30095,0.1185,0.4366
30096,0.1185,0.4366
30097,0.3978,0.7835
30098,0.3118,0.4619
30099,0.0729,0.1892
30100,0.1269,0.2324
30101,0.0165,0.0225
30102,0.0575,0.3626
30103,0.3029,0.3936
30104,0.9044,0.7625
30105,0.0203,0.3603
30106,0.1185,0.4366
30107,0.5377,0.76
30108,0.1481,0.3315
30109,0.0121,0.015
30110,0.284,0.9565
30111,0.1151,0.891
30112,0.1185,0.4366
30113,0.0727,0.8365
30114,0.2148,0.7384
30115,0.8534,0.9607
30116,0.2146,0.5329
30117,0.246,0.264
30118,0.1642,0.183
30119,0.1859,0.2744
30120,0.439,0.8861
30121,0.1016,0.6236
30122,0.0188,0.1
30123,0.1951,0.3145
30124,0.4087,0.6363
30125,0.3164,0.2728
30126,0.0348,0.2657
30127,0.2879,0.5732
30128,0.7461,0.8224
30129,0.1185,0.4366
30130,0.1515,0.533
30131,0.0381,0.5635
30132,0.0386,0.0761
30133,0.0071,0.0411
30134,0.1185,0.4366
30135,0.1324,0.5341
30136,0.0937,0.4124
30137,0.1122,0.2828
30138,0.0446,0.4509
30139,0.1384,0.5751
30140,0.0191,0.0735
30141,0.0556,0.2017
30142,0.7016,0.9276
30143,0.023,0.4974
30144,0.4574,0.8186
30145,0.0653,0.5974
30146,0.0597,0.2217
30147,0.133,0.5601
30148,0.1185,0.4366
30149,0.0716,0.207
30150,0.5915,0.8443
30151,0.8166,0.9132
30152,0.1185,0.4366
30153,0.1689,0.9354
30154,0.3913,0.9615
30155,0.6802,0.7724
30156,0.1389,0.7144
30157,0.5075,0.4186
30158,0.7554,0.8865
30159,0.1185,0.4366
30160,0.2309,0.7571
30161,0.0849,0.3379
30162,0.1185,0.4366
30163,0.0193,0.2084
30164,0.955,0.9477
30165,0.1594,0.3909
30166,0.0256,0.8307
30167,0.0259,0.2223
30168,0.1185,0.4366
30169,0.1185,0.4366
30170,0.4582,0.0431
30171,0.1276,0.0421
30172,0.8154,0.7688
30173,0.071,0.8021
30174,0.2119,0.7587
30175,0.1514,0.2801
30176,0.0493,0.7313
30177,0.3982,0.897
30178,0.0455,0.1526
30179,0.0399,0.1366
30180,0.2443,0.5936
30181,0.0793,0.8194
30182,0.8346,0.9302
30183,0.8605,0.9487
30184,0.1178,0.6019
30185,0.055,0.6137
30186,0.0632,0.4734
30187,0.0763,0.4741
30188,0.4083,0.9113
30189,0.04,0.031
30190,0.0862,0.2486
30191,0.0308,0.3816
30192,0.1185,0.4366
30193,0.1789,0.3517
30194,0.0282,0.0896
30195,0.1449,0.5307
30196,0.8344,0.8486
30197,0.4766,0.7825
30198,0.1538,0.7434
30199,0.2235,0.191
30200,0.3496,0.8563
30201,0.0298,0.1686
30202,0.181,0.3421
30203,0.6141,0.5345
30204,0.2839,0.2415
30205,0.0734,0.0677
30206,0.4208,0.5558
30207,0.6074,0.8903
30208,0.152,0.4565
30209,0.0748,0.2215
30210,0.0482,0.7074
30211,0.006,0.0456
30212,0.0911,0.4265
30213,0.0501,0.828
30214,0.1568,0.3804
30215,0.2706,0.4305
30216,0.1185,0.4366
30217,0.742,0.8842
30218,0.0246,0.0912
30219,0.1362,0.5963
30220,0.0304,0.9673
30221,0.15,0.2213
30222,0.1344,0.0681
30223,0.4963,0.7606
30224,0.0471,0.3813
30225,0.0062,0.0181
30226,0.1927,0.9003
30227,0.1134,0.8451
30228,0.2333,0.3351
30229,0.0445,0.6378
30230,0.2076,0.4598
30231,0.0599,0.4879
30232,0.0365,0.5144
30233,0.0526,0.2458
30234,0.3039,0.5467
30235,0.0479,0.3296
30236,0.328,0.8736
30237,0.0391,0.6873
30238,0.2287,0.4373
30239,0.2156,0.6321
30240,0.1465,0.8959
30241,0.4665,0.8762
30242,0.2471,0.6635
30243,0.4278,0.8945
30244,0.1185,0.4366
30245,0.0906,0.4817
30246,0.0291,0.9161
30247,0.0158,0.246
30248,0.7146,0.9311
30249,0.8018,0.9672
30250,0.1185,0.4366
30251,0.1278,0.924
30252,0.0947,0.399
30253,0.1202,0.9088
30254,0.255,0.1337
30255,0.1185,0.4366
30256,0.7863,0.7043
30257,0.0828,0.8672
30258,0.189,0.1601
30259,0.1319,0.1079
30260,0.1185,0.4366
30261,0.0382,0.7844
30262,0.0608,0.5436
30263,0.0148,0.1354
30264,0.0911,0.3321
30265,0.0131,0.34
30266,0.0046,0.0391
30267,0.0131,0.0745
30268,0.122,0.3118
30269,0.0363,0.9211
30270,0.1385,0.8412
30271,0.1723,0.889
30272,0.1185,0.4366
30273,0.1185,0.4366
30274,0.4131,0.6118
30275,0.0128,0.5541
30276,0.1185,0.4366
30277,0.0491,0.5556
30278,0.0059,0.3398
30279,0.0953,0.795
30280,0.4962,0.7552
30281,0.0227,0.0319
30282,0.0326,0.0827
30283,0.1528,0.2963
30284,0.1826,0.3253
30285,0.0238,0.4936
30286,0.0168,0.1393
30287,0.0319,0.1609
30288,0.2616,0.5319
30289,0.1037,0.2716
30290,0.0515,0.0804
30291,0.0473,0.1004
30292,0.1185,0.4366
30293,0.1185,0.4366
30294,0.7638,0.8291
30295,0.1232,0.1431
30296,0.2859,0.7416
30297,0.0089,0.0641
30298,0.0356,0.3394
30299,0.1467,0.6393
30300,0.2869,0.9776
30301,0.3153,0.4584
30302,0.1185,0.4366
30303,0.6768,0.494
30304,0.1212,0.631
30305,0.0239,0.7235
30306,0.0579,0.8676
30307,0.8565,0.9788
30308,0.2785,0.7544
30309,0.1906,0.8464
30310,0.5175,0.8793
30311,0.0385,0.1199
30312,0.118,0.7695
30313,0.1939,0.5086
30314,0.0126,0.0327
30315,0.0242,0.1396
30316,0.1185,0.4366
30317,0.0498,0.7491
30318,0.0846,0.6738
30319,0.015,0.8762
30320,0.4972,0.7287
30321,0.1255,0.1352
30322,0.0985,0.1594
30323,0.5446,0.6908
30324,0.1185,0.4366
30325,0.003,0.0073
30326,0.053,0.2808
30327,0.1185,0.4366
30328,0.1068,0.8089
30329,0.0148,0.0774
30330,0.1199,0.2266
30331,0.1185,0.4366
30332,0.1041,0.1318
30333,0.0738,0.1799
30334,0.1597,0.6483
30335,0.2893,0.9009
30336,0.0137,0.1098
30337,0.6486,0.9578
30338,0.2072,0.6991
30339,0.4,0.5398
30340,0.2411,0.3692
30341,0.1185,0.4366
30342,0.4625,0.6972
30343,0.0475,0.4007
30344,0.7894,0.687
30345,0.1326,0.0647
30346,0.1185,0.4366
30347,0.1902,0.6244
30348,0.1185,0.4366
30349,0.2686,0.6521
30350,0.5866,0.6096
30351,0.162,0.3224
30352,0.0435,0.3296
30353,0.1758,0.2942
30354,0.1264,0.2222
30355,0.122,0.1106
30356,0.0429,0.096
30357,0.1064,0.1699
30358,0.781,0.9683
30359,0.1496,0.1932
30360,0.6405,0.9736
30361,0.0376,0.3487
30362,0.5341,0.412
30363,0.2553,0.3494
30364,0.1587,0.6237
30365,0.0179,0.8388
30366,0.0457,0.2894
30367,0.6097,0.9325
30368,0.0565,0.052
30369,0.0374,0.046
30370,0.3617,0.9067
30371,0.1513,0.1461
30372,0.1199,0.1224
30373,0.1589,0.1518
30374,0.3367,0.6521
30375,0.1363,0.4864
30376,0.3811,0.2397
30377,0.1657,0.1772
30378,0.81,0.8968
30379,0.5666,0.8207
30380,0.1355,0.5358
30381,0.0338,0.2223
30382,0.5299,0.8945
30383,0.4006,0.6788
30384,0.1185,0.4366
30385,0.4931,0.5822
30386,0.3814,0.5963
30387,0.5853,0.9656
30388,0.0112,0.0373
30389,0.5848,0.7055
30390,0.1185,0.4366
30391,0.7825,0.9455
30392,0.3763,0.4057
30393,0.0655,0.1854
30394,0.1185,0.4366
30395,0.0377,0.0417
30396,0.094,0.1371
30397,0.1788,0.2204
30398,0.7688,0.9426
30399,0.6039,0.356
30400,0.0716,0.4487
30401,0.0217,0.3014
30402,0.1174,0.6653
30403,0.1176,0.7483
30404,0.1861,0.7789
30405,0.0809,0.0457
30406,0.1646,0.4359
30407,0.1187,0.2358
30408,0.0323,0.1473
30409,0.5219,0.7139
30410,0.2698,0.7346
30411,0.2832,0.781
30412,0.4728,0.5834
30413,0.0181,0.0211
30414,0.0389,0.0469
30415,0.3105,0.8038
30416,0.1185,0.4366
30417,0.1201,0.3953
30418,0.0878,0.2358
30419,0.0241,0.2222
30420,0.0236,0.3338
30421,0.1759,0.2351
30422,0.0637,0.2234
30423,0.1735,0.7962
30424,0.0154,0.0647
30425,0.8968,0.9508
30426,0.839,0.9668
30427,0.5568,0.79
30428,0.1775,0.8554
30429,0.0489,0.7483
30430,0.3485,0.8258
30431,0.0089,0.0939
30432,0.1473,0.4437
30433,0.2573,0.1336
30434,0.0603,0.5204
30435,0.131,0.1887
30436,0.0805,0.2247
30437,0.7974,0.8964
30438,0.2356,0.4472
30439,0.1434,0.469
30440,0.6432,0.6793
30441,0.5982,0.4351
30442,0.8447,0.7561
30443,0.024,0.4616
30444,0.0522,0.1689
30445,0.1688,0.7558
30446,0.1185,0.4366
30447,0.1185,0.4366
30448,0.0326,0.3027
30449,0.1185,0.4366
30450,0.4199,0.7032
30451,0.2098,0.3885
30452,0.1211,0.2991
30453,0.1547,0.2621
30454,0.0442,0.3457
30455,0.5662,0.472
30456,0.1476,0.3511
30457,0.085,0.0516
30458,0.179,0.5422
30459,0.0225,0.0762
30460,0.1185,0.4366
30461,0.0848,0.7443
30462,0.0119,0.1341
30463,0.0892,0.3005
30464,0.4291,0.7389
30465,0.0566,0.6244
30466,0.1185,0.4366
30467,0.0567,0.0484
30468,0.021,0.1189
30469,0.0692,0.1623
30470,0.0187,0.0464
30471,0.1185,0.4366
30472,0.0933,0.0903
30473,0.17,0.2004
30474,0.1398,0.5217
30475,0.1021,0.1608
30476,0.1718,0.479
30477,0.0261,0.34
30478,0.4041,0.7371
30479,0.9529,0.9699
30480,0.1185,0.4366
30481,0.0253,0.5856
30482,0.1185,0.4366
30483,0.0207,0.2005
30484,0.0313,0.4977
30485,0.0297,0.8144
30486,0.0592,0.7131
30487,0.1894,0.7509
30488,0.3451,0.5952
30489,0.1862,0.3019
30490,0.1724,0.7188
30491,0.1783,0.5857
30492,0.0352,0.29
30493,0.1185,0.4366
30494,0.0402,0.0848
30495,0.0825,0.3618
30496,0.1524,0.3781
30497,0.0541,0.7048
30498,0.2285,0.2728
30499,0.5328,0.9488
30500,0.0212,0.0191
30501,0.5237,0.8051
30502,0.1115,0.6036
30503,0.1059,0.3705
30504,0.1185,0.4366
30505,0.2962,0.4751
30506,0.1185,0.4366
30507,0.4773,0.3848
30508,0.7308,0.894
30509,0.2152,0.7322
30510,0.0039,0.1488
30511,0.1185,0.4366
30512,0.1185,0.4366
30513,0.016,0.1376
30514,0.7347,0.6276
30515,0.239,0.3983
30516,0.005,0.315
30517,0.14,0.2962
30518,0.1861,0.3667
30519,0.3321,0.7634
30520,0.135,0.2879
30521,0.0468,0.0307
30522,0.8875,0.9127
30523,0.6419,0.9447
30524,0.0127,0.2268
30525,0.8787,0.9429
30526,0.0667,0.3302
30527,0.5872,0.2854
30528,0.0682,0.7238
30529,0.1884,0.574
30530,0.1006,0.6659
30531,0.0889,0.5695
30532,0.0748,0.1496
30533,0.0783,0.1372
30534,0.5108,0.9607
30535,0.0251,0.0492
30536,0.56,0.913
30537,0.1185,0.4366
30538,0.0087,0.1079
30539,0.2128,0.8269
30540,0.0414,0.5298
30541,0.8307,0.7726
30542,0.5777,0.4107
30543,0.8177,0.915
30544,0.0284,0.1183
